epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.4916473392747407,0.3247863247863248,0.937611440817515,0.7037037037037037,0.6307692307692307
2,1.3657279462895842,0.5042735042735043,0.8911303502542002,0.8518518518518519,0.8395989974937343
3,1.2825200649408193,0.5470085470085471,0.8782477467148392,0.8148148148148148,0.8126902935087079
4,1.1700426258592524,0.7094017094017094,0.8374596238136292,0.9629629629629629,0.9628482972136222
5,1.1236702101862328,0.7435897435897436,0.7986891799502902,0.9629629629629629,0.9628482972136222
6,1.0444367777588022,0.811965811965812,0.788364584799166,0.9629629629629629,0.9628482972136222
7,0.9232336323485415,0.8888888888888888,0.7546006220358389,1.0,1.0
8,0.8861893476584018,0.905982905982906,0.7044176238554495,1.0,1.0
9,0.8489244931783432,0.8888888888888888,0.6651879416571723,1.0,1.0
10,0.7843935927774153,0.9487179487179487,0.6358646419313219,1.0,1.0
11,0.7460264859036503,0.9829059829059829,0.5947848315592166,1.0,1.0
12,0.6905507282314137,0.9658119658119658,0.5665085779296027,1.0,1.0
13,0.6926344765557183,0.9658119658119658,0.5350415309270223,1.0,1.0
14,0.6438731113050737,0.9829059829059829,0.5015397303634219,1.0,1.0
15,0.6780186071355119,0.9487179487179487,0.48459351283532603,1.0,1.0
16,0.5779221004400498,1.0,0.4594846511328662,1.0,1.0
17,0.5793219682497855,0.9829059829059829,0.4368995163175795,1.0,1.0
18,0.5179767310619354,0.9914529914529915,0.4152008471665559,1.0,1.0
19,0.4504916637371748,1.0,0.3998045093483395,1.0,1.0
20,0.47585105946940237,0.9829059829059829,0.38300881783167523,1.0,1.0
21,0.5748328551267966,0.9572649572649573,0.3587821975902275,1.0,1.0
22,0.47376773117953896,0.9487179487179487,0.3435096089486723,1.0,1.0
23,0.393290865370351,0.9914529914529915,0.3311083957001015,1.0,1.0
24,0.36253273359730714,1.0,0.31814829618842516,1.0,1.0
25,0.391012257999844,0.9914529914529915,0.3075417765864619,1.0,1.0
26,0.3552499393112639,0.9914529914529915,0.2895072610289962,1.0,1.0
27,0.31866641177071464,1.0,0.2840376220367573,1.0,1.0
28,0.3315787294990996,0.9914529914529915,0.2773706118265788,1.0,1.0
29,0.32900074098864174,1.0,0.26473968006946424,1.0,1.0
30,0.3367985364718315,0.9743589743589743,0.2539673199256261,1.0,1.0
31,0.3367128767009474,0.9829059829059829,0.245611278547181,1.0,1.0
32,0.2825649609932533,1.0,0.23845845736839152,1.0,1.0
33,0.30131963175586146,1.0,0.23148183745366555,1.0,1.0
34,0.37863218682443994,0.9829059829059829,0.22573960379317956,1.0,1.0
35,0.252845110419469,1.0,0.2146198633644316,1.0,1.0
36,0.29701773325602215,0.9914529914529915,0.20935029840027844,1.0,1.0
37,0.2537849851143666,1.0,0.2034042748036208,1.0,1.0
38,0.30587022223024285,0.9914529914529915,0.19710627529356214,1.0,1.0
39,0.26116024403490573,1.0,0.19311844309171042,1.0,1.0
40,0.24464419407722277,0.9743589743589743,0.18466167151927948,1.0,1.0
41,0.24675317516184261,0.9658119658119658,0.17784406631081193,1.0,1.0
42,0.21007177946913955,1.0,0.1710234554829421,1.0,1.0
43,0.20078410220961285,1.0,0.16825389641302604,1.0,1.0
44,0.23925664231308505,1.0,0.16341318245287295,1.0,1.0
45,0.25583682737798774,0.9914529914529915,0.15927325906576933,1.0,1.0
46,0.2045635332663854,1.0,0.15734641364327184,1.0,1.0
47,0.1803484553964729,1.0,0.15341661566937412,1.0,1.0
48,0.21548702981736925,1.0,0.1498849750668914,1.0,1.0
49,0.22083353843444434,0.9829059829059829,0.14513342910342747,1.0,1.0
50,0.15204468318539807,1.0,0.1424121489679372,1.0,1.0
