catheter_type,filename,ok,error,rmse_error,normalized_error,error_percent,rmse_section,rmse_pair,rmse_big,rmse_small,rmse_all,rmse_outer,match_mode,score,ksize,threshold,iou_pair,iou_big,iou_small,iou_all,iou_outer,scale,shift_x,shift_y,rotation_deg,fit_scale
pro3,3_FS (49).png,True,,0.1521544458113695,0.7607722290568475,76.07722290568475,0.1846277415752411,,0.16218939423561096,0.10260166227817535,0.19191795587539673,,hole,0.44701589185716295,25,181.0,,0.5200883002207506,0.30019012417900925,0.47273526321364867,,2.058883254122893,530.331494396235,-134.4929675841829,-22.0,0.40253342716396906
pro3,3_FS (51).png,True,,0.08606724100378224,0.4303362050189112,43.033620501891114,0.0614800788462162,,0.08596627414226532,0.07046559453010559,0.11115574091672897,,hole,0.6435458637356812,25,182.0,,0.77962199784101,0.3652250616826253,0.7012416427889208,,1.880304699462379,652.8497389686111,-18.182851239809906,-152.5,0.4507486209613869
pro3,3_FS (52).png,True,,0.059743241607903126,0.2987162080395156,29.871620803951558,0.0629618912935257,,0.06723317503929138,0.030001666396856308,0.07362336665391922,,hole,0.8405219982374638,25,175.0,,0.847743930371049,0.8253284430731016,0.8444286907430422,,2.0950551259804295,677.3094682512894,-336.30248133674536,-173.75,0.4642857142857143
pro3,3_FS (54).png,True,,0.08550067302490151,0.42750336512450754,42.75033651245075,0.06657401472330093,,0.0851498693227768,0.07047481834888458,0.11053144186735153,,hole,0.6355562888483125,25,196.0,,0.7650784907738915,0.37335823061103474,0.6850376649290786,,1.874154345892586,593.5810502718527,-37.91941589172666,-105.5,0.46504065040650405
pro3,3_FS (55).png,True,,0.0899450134654654,0.44972506732732703,44.972506732732704,0.08936554193496704,,0.09606664627790451,0.06018388643860817,0.11336181312799454,,hole,0.6788320911236136,35,191.0,,0.7506612523674051,0.5302318945839386,0.7126588929757286,,1.9040212088066455,589.9932504801293,77.11577892666105,105.0,0.4423820572312452
pro3,3_FS (56).png,True,,0.0800961922746403,0.40048096137320144,40.048096137320144,0.051656559109687805,,0.07939458638429642,0.06671581417322159,0.10370390117168427,,hole,0.6754528606370588,25,182.0,,0.8074232259168286,0.4049544792181923,0.7325582841156357,,1.8744187174756277,656.7408375100058,0.9401780564833189,-26.25,0.4554140127388535
pro3,3_FS (57).png,True,,0.07199569236931826,0.35997846184659127,35.997846184659124,0.06940893083810806,,0.07470809668302536,0.05325974151492119,0.09174910932779312,,hole,0.7554664415575293,25,179.0,,0.8281831055288758,0.6059511571694496,0.7878692424387514,,2.055117842975849,449.64207401268527,-79.12520663426608,-156.0,0.4489795918367347
pro3,3_FS (58).png,True,,0.16407469656141893,0.8203734828070947,82.03734828070947,0.20083177089691162,,0.17531372606754303,0.10960610955953598,0.2067568600177765,,hole,0.4110413580937461,25,179.0,,0.4822723827170892,0.26803633771408725,0.4358709752341388,,2.0715203798356963,452.63332469188435,-29.720748060432697,56.5,0.39557399723374825
pro3,3_FS (60).png,True,,0.07018186968377839,0.35090934841889193,35.090934841889194,0.06509147584438324,,0.07249137759208679,0.052641239017248154,0.08958850055932999,,hole,0.732186628812854,25,193.0,,0.833209020360878,0.520695321283404,0.7847538081956662,,2.026298639725045,484.28919918876795,-150.87743710918835,-107.0,0.4590690208667737
pro3,3_FS (62).png,True,,0.08630402435975709,0.43152012179878546,43.15201217987855,0.06991137564182281,,0.08585627377033234,0.07131268829107285,0.1116100326180458,,hole,0.6449646178027744,35,184.0,,0.7828413017796803,0.36321404422629033,0.7029179237070867,,1.9137963876456634,611.5159984773829,-28.7742952767901,50.5,0.4465261514441842
