epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.1503328860752167,0.30952380952380953,1.0752184037809018,0.2962962962962963,0.30357142857142855
2,1.0685514419797868,0.42857142857142855,1.040683596222489,0.4074074074074074,0.3814814814814815
3,0.9865622728589981,0.5317460317460317,0.9994000924958123,0.5555555555555556,0.5418532085198752
4,0.9118444872280907,0.6746031746031746,0.9598176678021749,0.5555555555555556,0.5274093722369585
5,0.8400888206466796,0.8095238095238095,0.9019908662195559,0.7037037037037037,0.7003174603174603
6,0.8250965324659196,0.8253968253968254,0.8441165001304062,0.7777777777777778,0.7747584541062803
7,0.7410080953249856,0.9365079365079365,0.7872411189255891,0.9259259259259259,0.9258112601765852
8,0.7079693788573855,0.9444444444444444,0.7257556407539932,0.9259259259259259,0.9258112601765852
9,0.6582208237950764,0.9365079365079365,0.6735027542820683,0.9259259259259259,0.9258112601765852
10,0.595258669247703,0.9841269841269841,0.6309713831654301,0.9629629629629629,0.9628482972136223
11,0.584279425560482,0.9682539682539683,0.5881057359554149,0.9629629629629629,0.9628482972136223
12,0.5441505123698522,0.9841269841269841,0.5537042021751404,0.9629629629629629,0.9628482972136223
13,0.5342556077336508,1.0,0.5229711907881277,1.0,1.0
14,0.4564318855603536,1.0,0.4940344448442812,1.0,1.0
15,0.44388213990226627,0.9841269841269841,0.46822237306170994,1.0,1.0
16,0.43271450059754507,0.9920634920634921,0.4408322307798598,1.0,1.0
17,0.41910423645897515,0.9841269841269841,0.4180649839065693,1.0,1.0
18,0.39923698514226885,0.9920634920634921,0.3976221846209632,1.0,1.0
19,0.38419258783734034,0.9841269841269841,0.3816338700276834,1.0,1.0
20,0.36882369858878,1.0,0.3621574640274048,1.0,1.0
21,0.34725080170328654,1.0,0.3453714207366661,1.0,1.0
22,0.32335150241851807,1.0,0.3287659265376903,1.0,1.0
23,0.2995645067994557,1.0,0.3137693879780946,1.0,1.0
24,0.28961592155789573,1.0,0.3006297206437146,1.0,1.0
25,0.2597852178982326,1.0,0.2906269817440598,1.0,1.0
26,0.29161413274114095,1.0,0.2783129965817487,1.0,1.0
27,0.2441853466961119,1.0,0.2669529616832733,1.0,1.0
28,0.2584960328208076,1.0,0.2596217426988814,1.0,1.0
29,0.21661686589793552,1.0,0.24716947144932216,1.0,1.0
30,0.2747755225688692,0.9761904761904762,0.2339465320110321,1.0,1.0
31,0.2075579036322851,1.0,0.22798339305100618,1.0,1.0
32,0.22086478533252837,1.0,0.22018406015855294,1.0,1.0
33,0.21311043415750777,1.0,0.20968036077640675,1.0,1.0
34,0.24363705586819423,0.9920634920634921,0.20258829107990972,1.0,1.0
35,0.17774937692142667,1.0,0.19833590586980185,1.0,1.0
36,0.19770729589083838,1.0,0.191748872951225,1.0,1.0
37,0.18538381585053035,1.0,0.1868208944797516,1.0,1.0
38,0.2033478698087117,1.0,0.17759202310332545,1.0,1.0
39,0.18874358515890818,1.0,0.17502423679387127,1.0,1.0
40,0.17383789247463619,1.0,0.16903258253026893,1.0,1.0
41,0.1529684386083058,1.0,0.16316937351668323,1.0,1.0
42,0.1586379108447877,1.0,0.1614238934384452,1.0,1.0
43,0.1872679322721466,0.9920634920634921,0.15289858756241975,1.0,1.0
44,0.1357413829555587,1.0,0.14998971808839728,1.0,1.0
45,0.1613889696106078,1.0,0.14642546795032643,1.0,1.0
46,0.13171769654940044,1.0,0.1429909351799223,1.0,1.0
47,0.14899950628242795,1.0,0.14056295873942198,1.0,1.0
48,0.11467809088173367,1.0,0.1355014912508152,1.0,1.0
49,0.15151829544513945,1.0,0.13090460664696163,1.0,1.0
50,0.11844760676225026,1.0,0.1259773870309194,1.0,1.0
