epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.1112140172567122,0.38461538461538464,1.0165229461811207,0.6666666666666666,0.5357142857142857
2,1.022461225843837,0.46153846153846156,0.9714150119710852,0.6666666666666666,0.5465587044534413
3,0.8485942330115881,0.7521367521367521,0.8956881320035016,0.6666666666666666,0.5465587044534413
4,0.7723014247723115,0.7863247863247863,0.7940737053200051,0.7777777777777778,0.75
5,0.7247958381970724,0.8547008547008547,0.7013019720713297,0.8148148148148148,0.7993311036789298
6,0.6261362336639665,0.9230769230769231,0.6189074648751153,1.0,1.0
7,0.5353996926902705,0.9914529914529915,0.5344882011413574,1.0,1.0
8,0.5147170959374844,0.9487179487179487,0.445387508030291,1.0,1.0
9,0.47122404819879776,0.9401709401709402,0.37729143765237594,1.0,1.0
10,0.3831567417862069,0.9914529914529915,0.3412963229197043,1.0,1.0
11,0.3809975174247709,0.9829059829059829,0.31485270901962564,1.0,1.0
12,0.3543383530062488,0.9829059829059829,0.280232482486301,1.0,1.0
13,0.3865310514075124,0.9572649572649573,0.2594921886920929,1.0,1.0
14,0.29920176168282825,0.9914529914529915,0.24185421290221037,1.0,1.0
15,0.32889180356620723,0.9572649572649573,0.22269060103981583,1.0,1.0
16,0.23302741565256038,1.0,0.2076210876305898,1.0,1.0
17,0.24156072608426085,0.9914529914529915,0.20041748936529513,1.0,1.0
18,0.2522947175635232,1.0,0.18220465437129693,1.0,1.0
19,0.2157602717733791,0.9914529914529915,0.17116936213440365,1.0,1.0
20,0.20112291029375842,1.0,0.1617929223510954,1.0,1.0
21,0.1816958508685104,1.0,0.1526397168636322,1.0,1.0
22,0.20491108833215174,1.0,0.14248638462137292,1.0,1.0
23,0.19982330806744406,1.0,0.13435647829815192,1.0,1.0
24,0.18664432565371195,1.0,0.12516085582750816,1.0,1.0
25,0.16015195082395506,1.0,0.1200884023198375,1.0,1.0
26,0.14873923221205035,1.0,0.11355323482442785,1.0,1.0
27,0.14284208595243275,1.0,0.10681100134496335,1.0,1.0
28,0.1727602838451027,0.9914529914529915,0.10301116550410236,1.0,1.0
29,0.13239280280903873,1.0,0.10168586009078556,1.0,1.0
30,0.18399484340961164,1.0,0.09841701195195869,1.0,1.0
31,0.11518681622468509,1.0,0.09387127944716701,1.0,1.0
32,0.14514435942356402,0.9914529914529915,0.0880316142682676,1.0,1.0
33,0.1308370860468628,1.0,0.08456070003686128,1.0,1.0
34,0.1605096166459923,0.9829059829059829,0.07957347813579771,1.0,1.0
35,0.11302908350769271,1.0,0.07784681408493607,1.0,1.0
36,0.10454910586022922,1.0,0.07277228241717373,1.0,1.0
37,0.095008223484724,1.0,0.07143423402750934,1.0,1.0
38,0.12849770550035003,0.9914529914529915,0.07388133610840197,1.0,1.0
39,0.14140022208548,0.9914529914529915,0.07364760918749703,1.0,1.0
40,0.0878212734674796,1.0,0.06627666039599313,1.0,1.0
41,0.12047618245467162,1.0,0.06286987827883826,1.0,1.0
42,0.10615601893673596,0.9914529914529915,0.06052802365135263,1.0,1.0
43,0.09362585263119803,1.0,0.05848773982789782,1.0,1.0
44,0.08801945840191637,1.0,0.05797079039944543,1.0,1.0
45,0.09834274191122788,1.0,0.05825595171363265,1.0,1.0
46,0.08091257780026166,1.0,0.05323009551675231,1.0,1.0
47,0.11164112373167633,0.9914529914529915,0.04980913190929978,1.0,1.0
48,0.06527340822877029,1.0,0.04861505660745832,1.0,1.0
49,0.08489457715270865,1.0,0.04559008252841455,1.0,1.0
50,0.11684089809910864,0.9743589743589743,0.04335632147612395,1.0,1.0
