epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.1314167541170876,0.2777777777777778,1.0732690890630086,0.4074074074074074,0.35714285714285715
2,1.0730143407034496,0.4126984126984127,0.9708891974555122,0.6296296296296297,0.6075641025641025
3,0.9659931290717352,0.6587301587301587,0.9193347228897942,0.8148148148148148,0.8142414860681114
4,0.9177802422690013,0.7936507936507936,0.9029233080369455,0.8888888888888888,0.8857142857142857
5,0.851004351699163,0.8571428571428571,0.8739969553770842,0.9259259259259259,0.9249999999999999
6,0.8020498118703328,0.8888888888888888,0.8289397314742759,0.9629629629629629,0.9628482972136223
7,0.725000056009444,0.9523809523809523,0.7569269714532075,0.9259259259259259,0.9232456140350876
8,0.6950953886622474,0.9444444444444444,0.681041763888465,0.9629629629629629,0.9628482972136223
9,0.6356552337843274,0.9603174603174603,0.6270140144560072,1.0,1.0
10,0.5728199425197783,1.0,0.5788874052189015,1.0,1.0
11,0.588454698759412,0.9682539682539683,0.5471475852860345,1.0,1.0
12,0.5660545863802471,0.9761904761904762,0.5088746062031498,1.0,1.0
13,0.5227140538276188,0.9761904761904762,0.48157557513978744,1.0,1.0
14,0.5001839446643043,0.9603174603174603,0.4564281172222561,1.0,1.0
15,0.43835053131693885,0.9920634920634921,0.4237599924758629,1.0,1.0
16,0.3924206542590308,0.9920634920634921,0.3998058769438002,1.0,1.0
17,0.4053138182276771,0.9920634920634921,0.37763867885978136,1.0,1.0
18,0.37928478017685907,0.9920634920634921,0.3578432599703471,1.0,1.0
19,0.3933307585262117,0.9920634920634921,0.3392057816187541,1.0,1.0
20,0.33508931407852777,1.0,0.3216249975893233,1.0,1.0
21,0.3646246152264731,0.9841269841269841,0.3069910086967327,1.0,1.0
22,0.301006908927645,1.0,0.2908104823695289,1.0,1.0
23,0.3479538271351466,0.9682539682539683,0.27575384908252293,1.0,1.0
24,0.33117800809088205,0.9920634920634921,0.2661877826408104,1.0,1.0
25,0.2566991642354027,1.0,0.24965970935644927,1.0,1.0
26,0.3165337429160163,1.0,0.2414518815499765,1.0,1.0
27,0.29785612793195815,0.9761904761904762,0.22364590013468708,1.0,1.0
28,0.28266359203391606,0.9920634920634921,0.21816877137731622,1.0,1.0
29,0.27068314074523864,1.0,0.21415859736778117,1.0,1.0
30,0.23335202818825132,0.9920634920634921,0.20526611308256784,1.0,1.0
31,0.20701529416773054,1.0,0.19712660323690484,1.0,1.0
32,0.22423214666427127,1.0,0.1927264272062867,1.0,1.0
33,0.2219242827286796,0.9920634920634921,0.1814756316167337,1.0,1.0
34,0.21638142897023094,1.0,0.17290427452988094,1.0,1.0
35,0.2301669553631828,1.0,0.16718298693497977,1.0,1.0
36,0.18992142757726094,1.0,0.1615057548990956,1.0,1.0
37,0.19627802097608174,0.9841269841269841,0.15751230219999948,1.0,1.0
38,0.1692343299824094,1.0,0.15653164519204033,1.0,1.0
39,0.18683416266289968,1.0,0.1491764176774908,1.0,1.0
40,0.23739108490565466,0.9682539682539683,0.14988017744488186,1.0,1.0
41,0.13481877886113666,1.0,0.1405530489153332,1.0,1.0
42,0.22370920531333438,0.9920634920634921,0.13908545948840953,1.0,1.0
43,0.14813960024288722,1.0,0.13144067205764629,1.0,1.0
44,0.15135714198861802,1.0,0.12327122522725,1.0,1.0
45,0.12403513562111627,1.0,0.11917944224896254,1.0,1.0
46,0.1390660277434758,1.0,0.11614244155309818,1.0,1.0
47,0.13085317446125877,1.0,0.11307545861712208,1.0,1.0
48,0.16156560158918773,0.9920634920634921,0.11031017342099438,1.0,1.0
49,0.13870671829060902,1.0,0.10693541693466681,1.0,1.0
50,0.19968273786325302,0.9761904761904762,0.10309946426638851,1.0,1.0
