epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.1732081551837106,0.29914529914529914,1.0184863055193867,0.4074074074074074,0.34385964912280703
2,1.0769417133086767,0.36752136752136755,1.0285002832059507,0.4074074074074074,0.3717948717948718
3,1.0139523647789261,0.5042735042735043,1.0198799857386835,0.4074074074074074,0.3090909090909091
4,0.9568963407451271,0.5811965811965812,0.9707017563007496,0.5185185185185185,0.4814271749755621
5,0.9072404152307755,0.6837606837606838,0.904664072725508,0.5925925925925926,0.5786914235190097
6,0.8463636025404319,0.8205128205128205,0.8437444236543443,0.7037037037037037,0.6964285714285715
7,0.7973536415996715,0.8547008547008547,0.7735934853553772,0.8888888888888888,0.8824561403508772
8,0.736478089267372,0.9316239316239316,0.7095092512943126,0.9259259259259259,0.9232456140350876
9,0.69427651931078,0.9316239316239316,0.6594964906021401,1.0,1.0
10,0.6690170489824735,0.9743589743589743,0.6140162039686132,0.9629629629629629,0.9628482972136223
11,0.613044112156599,0.9658119658119658,0.5714594103671886,1.0,1.0
12,0.5936219794118506,0.9743589743589743,0.5391783096172191,1.0,1.0
13,0.587674292234274,0.9743589743589743,0.4994283715883891,1.0,1.0
14,0.5201218989160326,0.9829059829059829,0.4698012382895858,1.0,1.0
15,0.5199553291512351,0.9658119658119658,0.44323701770217333,1.0,1.0
16,0.49017580936097693,0.9572649572649573,0.41968719606046323,1.0,1.0
17,0.4403359721868466,1.0,0.40011565221680534,1.0,1.0
18,0.4385753992276314,1.0,0.37983476011841383,1.0,1.0
19,0.4259334665078383,1.0,0.36005422804090714,1.0,1.0
20,0.38759535016157687,1.0,0.3404240806897481,1.0,1.0
21,0.40221924099147827,0.9914529914529915,0.32664631251935605,1.0,1.0
22,0.40809767877953684,0.9829059829059829,0.3075489379741527,1.0,1.0
23,0.3749456247712812,0.9829059829059829,0.2913770929530815,1.0,1.0
24,0.3448471164601481,0.9914529914529915,0.28199898534350926,1.0,1.0
25,0.30829691810485643,1.0,0.2687991460164388,1.0,1.0
26,0.36224404410419303,0.9829059829059829,0.2541044740765183,1.0,1.0
27,0.3075544283940242,0.9829059829059829,0.24379361669222513,1.0,1.0
28,0.2853946935417306,0.9914529914529915,0.23537820136105572,1.0,1.0
29,0.2575334830161853,1.0,0.22786464956071642,1.0,1.0
30,0.30670319637681687,0.9829059829059829,0.21435961016902216,1.0,1.0
31,0.23984997343813252,1.0,0.2074174185593923,1.0,1.0
32,0.26363726380543834,1.0,0.19999728600184122,1.0,1.0
33,0.25416653762515795,0.9914529914529915,0.19061542274775328,1.0,1.0
34,0.2655456299201036,1.0,0.18534576727284324,1.0,1.0
35,0.2163454573123883,1.0,0.1784112878419735,1.0,1.0
36,0.22406051301548624,0.9914529914529915,0.17088801055042832,1.0,1.0
37,0.20048107015780914,1.0,0.16626136170493233,1.0,1.0
38,0.1838174356609328,1.0,0.16100341026429776,1.0,1.0
39,0.1927120522556142,1.0,0.15633103913731045,1.0,1.0
40,0.21942358954339966,0.9914529914529915,0.15451732167491206,1.0,1.0
41,0.18683754277025533,1.0,0.1459785639135926,1.0,1.0
42,0.22666249290490761,1.0,0.13855747492225082,1.0,1.0
43,0.20467976729075113,1.0,0.1348564475774765,1.0,1.0
44,0.18421941919204515,1.0,0.1293607928134777,1.0,1.0
45,0.14672408463099065,1.0,0.12783112404523073,1.0,1.0
46,0.1507954383507753,1.0,0.1260097490416633,1.0,1.0
47,0.1675280768137712,1.0,0.1229803678062227,1.0,1.0
48,0.18080147158386362,0.9914529914529915,0.11124261772191082,1.0,1.0
49,0.14765700723370936,0.9914529914529915,0.11331633561187321,1.0,1.0
50,0.1706188896782378,0.9829059829059829,0.1125811912395336,1.0,1.0
