epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.5258339208269875,0.30158730158730157,1.1006814418015656,0.3333333333333333,0.21794871794871795
2,1.4028439124425252,0.40476190476190477,1.0427737677538838,0.5185185185185185,0.4962406015037593
3,1.289974021533179,0.5317460317460317,0.9919624990887113,0.5555555555555556,0.5274093722369585
4,1.2009961415850927,0.7142857142857143,0.9783885478973389,0.6666666666666666,0.6666666666666666
5,1.1509077870656574,0.6587301587301587,0.961778598803061,0.6296296296296297,0.6260317460317459
6,1.0818142834163846,0.6587301587301587,0.917487190829383,0.8518518518518519,0.8491228070175438
7,1.0528698005373516,0.7698412698412699,0.8601926123654401,0.9629629629629629,0.9628482972136223
8,0.9884313685553414,0.8253968253968254,0.7772302186047589,1.0,1.0
9,0.8969784170862228,0.9126984126984127,0.724829912185669,1.0,1.0
10,0.8622719314363267,0.8968253968253969,0.677742169962989,1.0,1.0
11,0.7935625011958773,0.9523809523809523,0.6495690257460983,1.0,1.0
12,0.7781620366232735,0.9444444444444444,0.6211555224877817,1.0,1.0
13,0.7404536964401366,0.9603174603174603,0.5939446246182477,1.0,1.0
14,0.6792692419082399,0.9682539682539683,0.5659959250026279,1.0,1.0
15,0.6499448674065726,0.9682539682539683,0.5391678986725984,1.0,1.0
16,0.6317949872168284,0.9682539682539683,0.5130087247601262,1.0,1.0
17,0.6489717023713248,0.9603174603174603,0.4916918697180571,1.0,1.0
18,0.564137746890386,0.9761904761904762,0.46779406953741004,1.0,1.0
19,0.5958902391176375,0.9682539682539683,0.4494465909622334,1.0,1.0
20,0.5322938523595295,1.0,0.42681918872727287,1.0,1.0
21,0.5111008437853011,0.9761904761904762,0.4092739114054927,1.0,1.0
22,0.5037033619388701,1.0,0.3931901763986658,1.0,1.0
23,0.48025501436657375,1.0,0.37722905145751107,1.0,1.0
24,0.5257032636612181,0.9761904761904762,0.3643457768140016,1.0,1.0
25,0.4113136094713968,1.0,0.3551368834795775,1.0,1.0
26,0.39623293091380407,1.0,0.34524515050428883,1.0,1.0
27,0.3908978331656683,1.0,0.3299057395369918,1.0,1.0
28,0.37978705716511557,0.9920634920634921,0.320804903904597,1.0,1.0
29,0.412666466501024,0.9920634920634921,0.3092585614433995,1.0,1.0
30,0.38048393385750906,0.9841269841269841,0.29526987782231084,1.0,1.0
31,0.4026634267398289,0.9761904761904762,0.2830319239033593,1.0,1.0
32,0.344994938089734,0.9841269841269841,0.27672455266669943,1.0,1.0
33,0.3868303772002932,0.9920634920634921,0.26391158832444084,1.0,1.0
34,0.36981090619450524,0.9920634920634921,0.253715255746135,1.0,1.0
35,0.3320310797010149,0.9920634920634921,0.24685420371867992,1.0,1.0
36,0.38885604956793407,0.9682539682539683,0.2396914925840166,1.0,1.0
37,0.3237605908560374,1.0,0.23305230449747155,1.0,1.0
38,0.32263193953604924,0.9841269841269841,0.22783255025192542,1.0,1.0
39,0.32792507324899944,1.0,0.21847288255338315,1.0,1.0
40,0.3266278325565278,0.9920634920634921,0.21513112993152053,1.0,1.0
41,0.34514037602477604,0.9841269841269841,0.2112393577893575,1.0,1.0
42,0.3045329860751591,1.0,0.2015171774007656,1.0,1.0
43,0.28607532618537784,0.9920634920634921,0.1980400526965106,1.0,1.0
44,0.2827517470670125,1.0,0.1906500651880547,1.0,1.0
45,0.2666093059002407,0.9761904761904762,0.18701259902230016,1.0,1.0
46,0.23023751898417397,1.0,0.18452684802037697,1.0,1.0
47,0.27282125703872195,0.9841269841269841,0.17653274536132812,1.0,1.0
48,0.22769422663582695,1.0,0.17200710762430121,1.0,1.0
49,0.24184050304549082,0.9920634920634921,0.1693592424745913,1.0,1.0
50,0.19861771331893074,1.0,0.16721658463831301,1.0,1.0
